txn_id,ts,customer_id,merchant_id,device_id,pm_id,amount,status,is_abuse,scenario_id,split,time_since_last_txn,burst_score,amount_ratio_vs_customer,txn_count_5m,txn_count_1h,unique_merchants_1h,new_device_24h,merchant_velocity_1h,customer_degree_24h,shared_device_customers_24h,shared_pm_customers_24h,two_hop_customer_count_24h,local_cluster_density_24h
T0,2026-01-01 00:00:20,C1880,M40,D332,P869,89.34924768351964,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T1,2026-01-01 00:00:54,C1045,M60,D231,P1979,169.64446383539743,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T2,2026-01-01 00:00:58,C1807,M69,D467,P2092,56.27917146922512,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T3,2026-01-01 00:01:03,C1247,M69,D543,P1611,97.96377888127546,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,1,0,0,0,1,0.5
T4,2026-01-01 00:01:04,C805,M3,D863,P2092,14.275472010732292,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,1,1,0.5
T5,2026-01-01 00:01:23,C1066,M3,D881,P1213,10.013510254538,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,1,0,0,0,1,0.5
T6,2026-01-01 00:01:28,C1625,M99,D200,P1694,30.891280664512426,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T7,2026-01-01 00:02:02,C131,M3,D5,P1015,10.996842635483318,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,2,0,0,0,2,0.4
T8,2026-01-01 00:02:13,C217,M3,D115,P1485,11.517538976939012,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,3,0,0,0,3,0.32142857142857145
T9,2026-01-01 00:02:36,C148,M3,D881,P2078,13.766272497525597,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,4,0,1,0,4,0.26666666666666666
T10,2026-01-01 00:03:17,C805,M69,D384,P1565,104.68714591836414,success,1,S3_coordinated_burst,train,133.0,0.20386217799573403,7.3333527960499305,1,1,1,1,2,3,0,1,6,0.21428571428571427
T11,2026-01-01 00:03:55,C1254,M3,D174,P1204,10.957545124636455,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,5,0,0,0,5,0.23076923076923078
T12,2026-01-01 00:04:10,C304,M69,D467,P103,72.55614615999384,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,3,0,1,0,3,0.3333333333333333
T13,2026-01-01 00:04:16,C7,M3,D863,P1611,10.501250288641003,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,6,0,1,1,7,0.17647058823529413
T14,2026-01-01 00:04:31,C805,M69,D696,P465,62.23428500628864,success,1,S3_coordinated_burst,train,74.0,0.23090777506376875,1.0462828681284158,2,2,2,1,4,6,1,1,9,0.1736842105263158
T15,2026-01-01 00:04:54,C1254,M69,D498,P1485,52.348625455342415,success,1,S3_coordinated_burst,train,59.0,0.24325728130826463,4.777400146283016,1,1,1,1,5,3,0,1,9,0.16666666666666666
T16,2026-01-01 00:04:55,C1593,M85,D556,P1410,28.420177721862554,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T17,2026-01-01 00:05:12,C1807,M69,D142,P1565,82.63117099593568,success,1,S3_coordinated_burst,train,254.0,0.18033688011112042,1.4682369010842933,1,1,1,1,6,3,1,1,4,0.2875
T18,2026-01-01 00:05:39,C1950,M34,D699,P1971,22.020937760193974,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T19,2026-01-01 00:06:46,C425,M69,D881,P695,94.17434125627348,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,7,0,2,0,7,0.19375
T20,2026-01-01 00:07:11,C614,M68,D307,P1826,71.08616575984638,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T21,2026-01-01 00:07:16,C1833,M3,D467,P1303,18.26462106235905,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,7,0,2,0,9,0.16818181818181818
T22,2026-01-01 00:07:53,C1183,M69,D589,P1923,70.01944121641823,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,8,0,0,0,6,0.21052631578947367
T23,2026-01-01 00:08:41,C1010,M91,D997,P1071,20.03887959853311,failed,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T24,2026-01-01 00:08:50,C805,M69,D5,P1015,59.51486549597516,success,1,S3_coordinated_burst,train,259.0,0.17971000675710322,0.9563033611927525,1,3,2,1,9,8,2,2,12,0.1396011396011396
T25,2026-01-01 00:08:56,C1954,M3,D467,P465,15.001880563609877,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,8,0,3,1,10,0.16600790513833993
T26,2026-01-01 00:09:07,C805,M69,D696,P490,72.07184752249097,success,1,S3_coordinated_burst,train,17.0,0.3396232718951086,1.1839398531450507,2,4,2,0,10,10,2,3,13,0.14285714285714285
T27,2026-01-01 00:09:16,C148,M69,D16,P2117,65.58130033686821,success,1,S3_coordinated_burst,train,400.0,0.1667652780713369,4.763907783285433,0,1,1,1,11,3,2,0,13,0.14030612244897958
T28,2026-01-01 00:09:34,C1254,M3,D115,P148,13.742151496541268,success,1,S3_coordinated_burst,train,280.0,0.17724503211885126,0.434148741873195,1,2,2,1,9,6,1,1,13,0.1380952380952381
T29,2026-01-01 00:09:44,C186,M3,D384,P770,13.0405619871871,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,10,0,1,0,9,0.172
T30,2026-01-01 00:09:51,C186,M69,D174,P750,75.09948779398992,success,1,S3_coordinated_burst,train,7.0,0.45511961331341866,5.758910565255747,1,1,1,1,12,3,2,0,14,0.13125
T31,2026-01-01 00:10:22,C1247,M69,D16,P1611,66.09114956504659,success,1,S3_coordinated_burst,train,559.0,0.15798484876758115,0.674648768895045,0,1,1,1,13,3,1,1,9,0.16451612903225807
T32,2026-01-01 00:10:27,C304,M69,D589,P606,72.48753979650064,success,1,S3_coordinated_burst,train,377.0,0.1684200256571097,0.999054299908861,0,1,1,1,14,3,4,0,10,0.15625
T33,2026-01-01 00:10:31,C204,M1,D557,P1566,999.7491325069004,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T34,2026-01-01 00:11:04,C628,M2,D627,P1685,115.60907288326742,failed,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T35,2026-01-01 00:11:17,C1496,M69,D115,P1784,68.57226995420223,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,15,0,2,0,10,0.1534090909090909
T36,2026-01-01 00:11:19,C1254,M3,D589,P1213,12.935834462817285,success,1,S3_coordinated_burst,train,105.0,0.21400313074278354,0.9413245846421667,1,3,2,1,11,8,5,2,15,0.12857142857142856
T37,2026-01-01 00:11:36,C1442,M55,D846,P2153,48.71039865181204,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T38,2026-01-01 00:11:38,C1807,M3,D115,P1168,12.5614699826434,success,1,S3_coordinated_burst,train,386.0,0.1677569374670613,0.18085720546289497,0,2,1,1,12,5,6,1,15,0.13214285714285715
T39,2026-01-01 00:11:48,C131,M69,D543,P1214,91.14905387230677,failed,1,S3_coordinated_burst,train,586.0,0.15682026346283148,8.28864920661008,0,1,1,1,16,3,2,1,15,0.13368055555555555
T40,2026-01-01 00:12:02,C1807,M3,D467,P2495,10.996100774139611,success,1,S3_coordinated_burst,train,24.0,0.30692767643013485,0.19538487389253442,1,3,2,0,13,8,6,1,15,0.13513513513513514
T41,2026-01-01 00:12:15,C1247,M3,D467,P855,13.519244785494145,success,1,S3_coordinated_burst,train,113.0,0.21075117050092493,0.16481361779730253,1,2,1,1,14,4,6,1,15,0.13322368421052633
T42,2026-01-01 00:12:24,C217,M69,D543,P2048,73.54999612799757,success,1,S3_coordinated_burst,train,611.0,0.1558029202111948,6.385906956007993,0,1,1,1,17,3,5,1,15,0.1346153846153846
T43,2026-01-01 00:12:26,C1066,M3,D390,P2288,11.777228153101788,success,1,S3_coordinated_burst,train,663.0,0.15385119446914927,1.176132654024892,0,1,1,1,15,3,2,1,12,0.1623931623931624
T44,2026-01-01 00:12:50,C1833,M3,D5,P387,23.358277642468817,failed,1,S3_coordinated_burst,train,334.0,0.17190663415246227,1.2788803432557194,0,1,1,1,16,3,6,0,12,0.15779092702169625
T45,2026-01-01 00:12:59,C186,M3,D384,P331,14.48553208397618,success,1,S3_coordinated_burst,train,188.0,0.19058422188412896,0.3286934562211947,2,2,2,0,17,6,2,0,15,0.13226744186046513
T46,2026-01-01 00:12:59,C462,M69,D900,P2117,89.91689814079368,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,18,0,0,1,12,0.14615384615384616
T47,2026-01-01 00:13:22,C217,M3,D498,P569,16.55565887829672,success,1,S3_coordinated_burst,train,58.0,0.2442393366759723,0.389235563614687,1,2,2,1,18,6,5,1,16,0.12418300653594772
T48,2026-01-01 00:14:00,C78,M26,D168,P535,14.741477987672376,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T49,2026-01-01 00:14:04,C131,M69,D863,P695,71.90001084829575,success,1,S3_coordinated_burst,train,136.0,0.20295281385904423,1.4077902143608911,1,2,2,1,19,6,5,2,16,0.12404092071611253
T50,2026-01-01 00:14:40,C148,M3,D390,P387,13.434432075501032,success,1,S3_coordinated_burst,train,324.0,0.1728041701966084,0.33862229705039715,0,2,2,1,19,6,3,2,16,0.1265984654731458
T51,2026-01-01 00:14:57,C148,M69,D696,P148,96.2092874512372,failed,1,S3_coordinated_burst,train,17.0,0.3396232718951086,6.988763122399255,1,3,2,1,20,8,4,3,16,0.12915601023017903
T52,2026-01-01 00:15:27,C1954,M69,D696,P2183,95.35577309121032,success,1,S3_coordinated_burst,train,391.0,0.16739736700230903,6.356250413032279,0,1,1,1,21,3,6,1,16,0.13171355498721227
T53,2026-01-01 00:15:59,C217,M69,D16,P387,66.61543506420233,success,1,S3_coordinated_burst,train,157.0,0.19728129791089558,4.023723568881613,2,3,2,1,22,8,6,3,16,0.13266583229036297
T54,2026-01-01 00:16:01,C1183,M69,D390,P1214,76.00802603344196,success,1,S3_coordinated_burst,train,488.0,0.16143599536382075,1.0855273029563466,0,1,1,1,23,3,4,1,14,0.14492753623188406
T55,2026-01-01 00:16:01,C1807,M69,D696,P467,78.47531455082844,success,1,S3_coordinated_burst,train,239.0,0.18232215561052253,2.279911694506195,2,4,2,1,23,9,9,1,16,0.1376720901126408
T56,2026-01-01 00:16:09,C1243,M69,D900,P2288,65.8659658783933,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,25,0,1,1,15,0.13829787234042554
T57,2026-01-01 00:16:17,C1259,M66,D116,P2073,9.588081156190167,failed,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T58,2026-01-01 00:16:55,C304,M3,D390,P1611,14.717063436653364,success,1,S3_coordinated_burst,train,388.0,0.16761237088628497,0.20293281034983637,0,2,1,1,20,5,8,2,17,0.13310185185185186
T59,2026-01-01 00:17:27,C186,M69,D863,P1204,73.68822111369145,success,1,S3_coordinated_burst,train,268.0,0.178621762940304,5.087018537967242,1,3,2,1,26,7,4,1,17,0.13657407407407407
T60,2026-01-01 00:17:59,C7,M3,D589,P490,6.463455531194244,failed,1,S3_coordinated_burst,train,823.0,0.14891182565018218,0.6154933173293143,0,1,1,1,21,3,6,3,13,0.16770186335403728
T61,2026-01-01 00:18:11,C1807,M69,D384,P1338,90.40865406700246,success,1,S3_coordinated_burst,train,130.0,0.204800443649844,1.6064315739282775,1,5,2,1,27,11,10,1,17,0.1412037037037037
T62,2026-01-01 00:18:17,C217,M69,D174,P1216,78.86611598508637,success,1,S3_coordinated_burst,train,138.0,0.2023618696943225,1.8964785307459273,2,4,2,1,28,10,7,3,17,0.14058956916099774
T63,2026-01-01 00:18:54,C423,M84,D251,P2259,19.01330850382945,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T64,2026-01-01 00:19:14,C131,M3,D115,P1747,14.015875198734626,success,1,S3_coordinated_burst,train,310.0,0.1741249251128178,0.19493562078802715,0,3,2,1,22,8,9,3,17,0.14
T65,2026-01-01 00:19:34,C1042,M16,D7,P1544,22.344862400850268,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T66,2026-01-01 00:19:54,C131,M3,D16,P898,13.647683293076836,success,1,S3_coordinated_burst,train,40.0,0.267546386419054,0.3176986409386428,1,4,2,1,23,10,10,3,17,0.1394335511982571
T67,2026-01-01 00:20:20,C1833,M3,D142,P467,13.812940964213231,success,1,S3_coordinated_burst,train,450.0,0.16356754744281482,0.663718037755534,0,2,1,1,24,5,6,3,12,0.17739403453689168
T68,2026-01-01 00:21:11,C805,M3,D881,P1214,16.077055741269643,success,1,S3_coordinated_burst,train,724.0,0.15180150401129003,0.2583311297998168,0,5,2,1,25,11,9,5,17,0.14102564102564102
T69,2026-01-01 00:22:05,C425,M69,D174,P1168,80.42679785805771,success,1,S3_coordinated_burst,train,919.0,0.1465102710569288,0.8540201953629071,0,1,1,1,29,3,6,2,15,0.14950980392156862
T70,2026-01-01 00:22:08,C1183,M3,D467,P606,21.37046339220532,success,1,S3_coordinated_burst,train,367.0,0.16918193269400245,0.2926909692781251,0,2,1,1,26,5,9,3,17,0.1452991452991453
T71,2026-01-01 00:22:24,C805,M69,D589,P136,100.74351959080764,failed,1,S3_coordinated_burst,train,73.0,0.23161615589971676,1.6549356217410025,1,6,2,1,30,13,12,5,17,0.1485042735042735
T72,2026-01-01 00:22:27,C1247,M3,D142,P1784,10.134796922015887,failed,1,S3_coordinated_burst,train,612.0,0.15576336292972856,0.15334572715494982,0,3,2,1,27,7,8,3,17,0.14779874213836477
T73,2026-01-01 00:23:03,C1496,M69,D589,P103,64.93182007663987,success,1,S3_coordinated_burst,train,706.0,0.1523822505339078,0.9469106192765686,0,1,1,1,31,3,8,2,15,0.15745192307692307
T74,2026-01-01 00:23:08,C148,M3,D696,P1784,12.61473864185883,success,1,S3_coordinated_burst,train,491.0,0.16127707772553893,0.31796147031673727,0,4,2,0,28,10,10,6,17,0.1519916142557652
T75,2026-01-01 00:23:15,C1799,M80,D853,P1934,85.99702297299679,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T76,2026-01-01 00:23:34,C1807,M69,D174,P750,158.99611850451294,success,1,S3_coordinated_burst,train,323.0,0.17289595872557093,2.359789267170804,0,6,2,1,32,13,13,4,17,0.1530398322851153
T77,2026-01-01 00:23:34,C131,M69,D900,P1168,76.19244694393484,failed,1,S3_coordinated_burst,train,220.0,0.18509341374987923,5.4361494735140665,2,5,2,1,32,12,12,4,17,0.15513626834381553
T78,2026-01-01 00:23:54,C7,M3,D384,P2495,11.67904217624353,success,1,S3_coordinated_burst,train,355.0,0.17013354072496667,1.3768618839201439,0,2,1,1,29,5,8,4,14,0.17484276729559747
T79,2026-01-01 00:24:28,C1496,M3,D115,P135,12.95426833969186,success,1,S3_coordinated_burst,train,85.0,0.2239186238120062,0.1940654611562021,1,2,1,0,30,5,8,3,17,0.15932914046121593
T80,2026-01-01 00:25:02,C1247,M69,D589,P1303,67.67793250831231,success,1,S3_coordinated_burst,train,155.0,0.1977751949761298,1.7002281186557502,1,4,2,1,34,9,12,5,17,0.15843621399176955
T81,2026-01-01 00:25:07,C148,M69,D696,P387,86.91339016500243,failed,1,S3_coordinated_burst,train,119.0,0.20851619571212315,6.313497502366712,1,5,2,0,35,11,10,6,17,0.16049382716049382
T82,2026-01-01 00:25:18,C7,M69,D863,P2297,83.16742376931214,failed,1,S3_coordinated_burst,train,84.0,0.22449978268220952,7.919756437165225,1,3,1,0,36,7,9,4,17,0.16049382716049382
T83,2026-01-01 00:25:46,C1247,M69,D115,P2339,82.46804173939209,success,1,S3_coordinated_burst,train,44.0,0.2611892565642242,1.2477923262675918,2,5,2,1,37,11,12,5,17,0.1595959595959596
T84,2026-01-01 00:26:01,C217,M69,D696,P1923,57.81155418770221,failed,1,S3_coordinated_burst,train,464.0,0.16275549919030172,0.8678400952209333,0,5,2,1,38,12,10,4,17,0.15873015873015872
T85,2026-01-01 00:27:09,C1329,M34,D84,P758,22.36908932043797,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,1,0,0,0,1,0.5
T86,2026-01-01 00:27:14,C336,M3,D881,P1819,12.261979237071234,failed,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,31,0,4,0,16,0.1638655462184874
T87,2026-01-01 00:27:24,C1254,M69,D498,P136,87.77422407220766,success,1,S3_coordinated_burst,train,965.0,0.14547150488328436,6.580268720677512,0,4,2,0,39,10,11,5,18,0.1523545706371191
T88,2026-01-01 00:27:26,C1066,M69,D498,P1303,94.31977266137726,success,1,S3_coordinated_burst,train,900.0,0.1469590962208976,8.656860022669884,0,2,1,1,40,5,8,4,18,0.15327793167128348
T89,2026-01-01 00:28:18,C126,M2,D740,P2466,57.93861371755239,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,1,0,0,0,1,0.5
T90,2026-01-01 00:28:22,C1254,M69,D115,P750,96.99474683942373,success,1,S3_coordinated_burst,train,58.0,0.2442393366759723,7.058187088241985,1,5,2,0,41,11,12,6,18,0.15604801477377656
T91,2026-01-01 00:28:25,C1183,M3,D498,P462,13.56642371421623,success,1,S3_coordinated_burst,train,377.0,0.1684200256571097,0.19375221425664588,0,3,2,1,32,8,12,4,18,0.1569713758079409
T92,2026-01-01 00:28:47,C131,M69,D16,P465,81.12017029896874,success,1,S3_coordinated_burst,train,313.0,0.1738352668944562,1.8883620980395308,0,6,2,0,42,14,12,5,18,0.1560798548094374
T93,2026-01-01 00:29:26,C1243,M69,D881,P1373,60.54435057853679,failed,1,S3_coordinated_burst,train,797.0,0.14962531697969605,0.9192052462764434,0,1,1,1,43,3,7,1,17,0.15900383141762453
T94,2026-01-01 00:29:30,C1247,M69,D881,P2230,71.41411349424054,success,1,S3_coordinated_burst,train,224.0,0.18448363494272269,1.0677221030470412,2,6,2,1,44,13,16,6,18,0.15611061552185548
T95,2026-01-01 00:29:42,C1563,M69,D16,P462,93.95929798294874,success,1,S3_coordinated_burst,train,999999.0,0.07238240841133117,1.0,0,0,0,1,45,0,4,1,17,0.15725047080979285
T96,2026-01-01 00:30:32,C217,M3,D881,P135,14.257741597310767,success,1,S3_coordinated_burst,train,271.0,0.17826990428196407,0.22917438397069778,1,6,2,1,33,14,15,5,19,0.15
T97,2026-01-01 00:31:17,C425,M69,D498,P2078,93.85318940165334,success,1,S3_coordinated_burst,train,552.0,0.1582988650110531,1.0750580337235562,0,2,1,1,46,5,11,3,18,0.15350877192982457
T98,2026-01-01 00:31:20,C131,M69,D384,P1784,50.7438845915834,success,1,S3_coordinated_burst,train,153.0,0.19827795135597165,0.705756187451595,1,7,2,1,47,15,13,8,19,0.15333333333333332
T99,2026-01-01 00:31:30,C1563,M69,D174,P2297,93.6379545113415,success,1,S3_coordinated_burst,train,108.0,0.21274421382066935,0.9965798654917131,1,1,1,1,48,3,8,2,17,0.1657250470809793
T100,2026-01-01 00:31:34,C1563,M69,D863,P2092,84.3211489555844,success,1,S3_coordinated_burst,train,4.0,0.5581106265512472,0.8989592208292988,2,2,1,1,49,5,10,4,17,0.16760828625235405
T101,2026-01-01 00:32:16,C805,M3,D16,P2183,17.357430425957613,success,1,S3_coordinated_burst,train,592.0,0.15657098717496845,0.27890458828534465,0,7,2,1,34,15,18,7,19,0.15833333333333333
T102,2026-01-01 00:34:03,C148,M69,D384,P135,73.88165831381183,failed,1,S3_coordinated_burst,train,536.0,0.15903665618939594,1.8622280947579615,0,6,2,1,50,11,15,8,19,0.16
T103,2026-01-01 00:34:10,C1833,M3,D881,P2288,13.104969994263948,success,1,S3_coordinated_burst,train,830.0,0.14872470556060824,0.7175053221453528,0,3,1,1,35,7,13,6,17,0.17037037037037037
T104,2026-01-01 00:34:34,C1563,M69,D390,P135,73.47826173543388,success,1,S3_coordinated_burst,train,180.0,0.1921596300948879,0.7847058841879687,3,3,1,1,51,7,13,7,17,0.17325800376647835
T105,2026-01-01 00:34:40,C1954,M69,D863,P1611,55.54717756440374,success,1,S3_coordinated_burst,train,1153.0,0.14180664685543215,1.0066753987248,0,2,2,1,52,6,12,5,19,0.165
T106,2026-01-01 00:35:39,C1563,M3,D467,P2288,16.43217249269133,success,1,S3_coordinated_burst,train,65.0,0.23782951347935782,0.18467356067580637,3,4,1,1,36,9,15,10,19,0.16666666666666666
T107,2026-01-01 00:35:56,C148,M3,D384,P1747,14.159742853900289,success,1,S3_coordinated_burst,train,113.0,0.21075117050092493,0.21591125247675977,1,7,2,0,37,13,16,9,19,0.16916666666666666
T108,2026-01-01 00:36:19,C1884,M18,D711,P2401,34.67428759178043,success,0,background,train,999999.0,0.07238240841133117,1.0,0,0,0,1,0,0,0,0,0,0.0
T109,2026-01-01 00:36:23,C462,M3,D384,P1923,12.519037540942676,success,1,S3_coordinated_burst,train,1404.0,0.13795950033493626,0.13922895926692808,0,1,1,1,38,3,7,3,19,0.17
